Part_ID,Part_Name,Category,Model_Compatibility,Price_PKR,Stock_Quantity
P0530,Sprocket Hub,Drivetrain,125cc,850,244
P0531,Side Cover,Body/Frame,125cc,1350,44
P0532,Brake Cable,Braking,100cc,180,313
P0533,Gasket Kit,Engine,70cc,180,63
P0534,Drive Chain,Drivetrain,125cc,850,36
P0535,Headlight Assembly,Electrical,100cc,750,413
P0536,Footrest Rubber,Rubber/Misc,125cc,160,411
P0537,Piston Kit,Engine,100cc,1350,289
P0538,Chain Sprocket Kit,Drivetrain,100cc,2150,293
P0539,Handle Bar,Body/Frame,70cc,500,253
P0540,Fuel Tank,Body/Frame,125cc,4800,245
P0541,Handle Grip,Rubber/Misc,70cc,120,181
P0542,Mudguard Rear,Body/Frame,70cc,600,234
P0543,Headlight Assembly,Electrical,100cc,750,400
P0544,Gasket Kit,Engine,70cc,180,434
P0545,Brake Cable,Braking,100cc,180,374
P0546,Sprocket Hub,Drivetrain,125cc,850,93
P0547,Piston Kit,Engine,100cc,1350,418
P0548,Handle Grip,Rubber/Misc,100cc,150,227
P0549,Disc Pad,Braking,70cc,250,88
P0550,Sprocket Hub,Drivetrain,100cc,620,384
P0551,CDI Unit,Electrical,125cc,650,493
P0552,Ignition Switch,Electrical,125cc,850,23
P0553,CDI Unit,Electrical,70cc,320,274
P0554,Handle Grip,Rubber/Misc,100cc,150,297
P0555,Clutch Plate Set,Engine,125cc,2200,351
P0556,Clutch Plate Set,Engine,100cc,850,399
P0557,Headlight Assembly,Electrical,125cc,1250,92
P0558,Oil Pump,Engine,100cc,480,398
P0559,Sprocket Hub,Drivetrain,100cc,620,290
P0560,Sprocket Hub,Drivetrain,100cc,620,291
P0561,Handle Bar,Body/Frame,125cc,850,72
P0562,Ignition Switch,Electrical,70cc,450,473
P0563,CDI Unit,Electrical,70cc,320,79
P0564,Brake Cable,Braking,100cc,180,380
P0565,Mudguard Rear,Body/Frame,125cc,1100,199
P0566,Indicator Relay,Electrical,100cc,120,207
P0567,Drive Chain,Drivetrain,70cc,450,341
P0568,Disc Pad,Braking,100cc,320,134
P0569,Brake Lever,Braking,70cc,120,124
P0570,Brake Shoe Set,Braking,100cc,380,248
P0571,Air Cleaner Filter,Rubber/Misc,125cc,320,122
P0572,Headlight Assembly,Electrical,125cc,1250,405
P0573,Handle Grip,Rubber/Misc,125cc,180,194
P0574,Brake Lever,Braking,100cc,140,92
P0575,Fuel Tank,Body/Frame,125cc,4800,426
P0576,Clutch Plate Set,Engine,125cc,2200,184
P0577,Rear Axle,Drivetrain,70cc,220,332
P0578,Drive Chain,Drivetrain,70cc,450,74
P0579,Handle Grip,Rubber/Misc,100cc,150,499
P0580,Disc Pad,Braking,70cc,250,47
P0581,Rear Axle,Drivetrain,70cc,220,35
P0582,Footrest Rubber,Rubber/Misc,100cc,140,460
P0583,Clutch Plate Set,Engine,125cc,2200,259
P0584,Drum Rubber,Rubber/Misc,125cc,220,375
P0585,CDI Unit,Electrical,125cc,650,8
P0586,Spark Plug,Electrical,100cc,350,395
P0587,CDI Unit,Electrical,125cc,650,177
P0588,CDI Unit,Electrical,125cc,650,100
P0589,Disc Pad,Braking,70cc,250,68
P0590,Sprocket Hub,Drivetrain,125cc,850,88
P0591,Brake Lever,Braking,100cc,140,440
P0592,Disc Pad,Braking,125cc,450,378
P0593,Brake Cable,Braking,100cc,180,149
P0594,Brake Lever,Braking,70cc,120,462
P0595,Handle Grip,Rubber/Misc,70cc,120,379
P0596,Drive Chain,Drivetrain,125cc,850,454
P0597,Drum Rubber,Rubber/Misc,100cc,160,41
P0598,Brake Cable,Braking,100cc,180,316
P0599,Handle Bar,Body/Frame,70cc,500,80
P0600,Footrest Rubber,Rubber/Misc,125cc,160,176
P0601,Fuel Tank,Body/Frame,125cc,4800,96
P0602,Oil Pump,Engine,125cc,680,358
P0603,Headlight Assembly,Electrical,100cc,750,255
P0604,Oil Pump,Engine,125cc,680,149
P0605,Mudguard Front,Body/Frame,125cc,1150,432
P0606,Air Cleaner Filter,Rubber/Misc,125cc,320,277
P0607,Gasket Kit,Engine,125cc,380,476
P0608,Sprocket Hub,Drivetrain,100cc,620,362
P0609,Clutch Plate Set,Engine,70cc,550,487
P0610,Cylinder Block,Engine,70cc,2800,201
P0611,Mudguard Rear,Body/Frame,100cc,780,249
P0612,Footrest Rubber,Rubber/Misc,125cc,160,451
P0613,Cylinder Block,Engine,100cc,3800,75
P0614,Oil Pump,Engine,125cc,680,29
P0615,Sprocket Hub,Drivetrain,100cc,620,370
P0616,Disc Pad,Braking,70cc,250,88
P0617,Rear Axle,Drivetrain,100cc,280,252
P0618,Drum Rubber,Rubber/Misc,100cc,160,224
P0619,Drive Chain,Drivetrain,100cc,600,206
P0620,Mudguard Front,Body/Frame,100cc,750,473
P0621,Indicator Relay,Electrical,70cc,90,466
P0622,Air Cleaner Filter,Rubber/Misc,125cc,320,251
P0623,Brake Lever,Braking,125cc,180,125
P0624,Ignition Switch,Electrical,100cc,600,62
P0625,Brake Cable,Braking,125cc,220,394
P0626,Air Cleaner Filter,Rubber/Misc,100cc,220,281
P0627,Headlight Assembly,Electrical,125cc,1250,149
P0628,CDI Unit,Electrical,70cc,320,121
P0629,Gasket Kit,Engine,100cc,260,407
P0630,Handle Bar,Body/Frame,100cc,650,88
P0631,Disc Pad,Braking,100cc,320,43
P0632,CDI Unit,Electrical,125cc,650,0
P0633,Brake Shoe Set,Braking,100cc,380,152
P0634,Brake Lever,Braking,100cc,140,154
P0635,Fuel Tank,Body/Frame,70cc,2800,40
P0636,Drive Chain,Drivetrain,125cc,850,348
P0637,Cylinder Block,Engine,70cc,2800,290
P0638,Cylinder Block,Engine,100cc,3800,273
P0639,Side Cover,Body/Frame,100cc,950,239
P0640,Oil Pump,Engine,100cc,480,180
P0641,Piston Kit,Engine,125cc,1850,48
P0642,Handle Grip,Rubber/Misc,70cc,120,40
P0643,Headlight Assembly,Electrical,125cc,1250,300
P0644,Side Cover,Body/Frame,125cc,1350,331
P0645,Brake Lever,Braking,70cc,120,189
P0646,Sprocket Hub,Drivetrain,125cc,850,256
P0647,Side Cover,Body/Frame,70cc,750,439
P0648,Mudguard Rear,Body/Frame,125cc,1100,468
P0649,Piston Kit,Engine,125cc,1850,395
P0650,Side Cover,Body/Frame,100cc,950,111
P0651,Spark Plug,Electrical,125cc,385,486
P0652,Brake Shoe Set,Braking,70cc,280,121
P0653,Sprocket Hub,Drivetrain,100cc,620,232
P0654,Drive Chain,Drivetrain,70cc,450,218
P0655,Piston Kit,Engine,100cc,1350,410
P0656,Footrest Rubber,Rubber/Misc,100cc,140,469
P0657,Cylinder Block,Engine,125cc,4800,61
P0658,Chain Sprocket Kit,Drivetrain,125cc,2850,219
P0659,Air Cleaner Filter,Rubber/Misc,70cc,160,236
P0660,Ignition Switch,Electrical,70cc,450,337
P0661,Rear Axle,Drivetrain,70cc,220,364
P0662,Cylinder Block,Engine,125cc,4800,287
P0663,Clutch Plate Set,Engine,100cc,850,414
P0664,Spark Plug,Electrical,100cc,350,268
P0665,Sprocket Hub,Drivetrain,100cc,620,137
P0666,Sprocket Hub,Drivetrain,70cc,480,210
P0667,Gasket Kit,Engine,100cc,260,370
P0668,Chain Sprocket Kit,Drivetrain,125cc,2850,444
P0669,Footrest Rubber,Rubber/Misc,125cc,160,439
P0670,CDI Unit,Electrical,70cc,320,205
P0671,Handle Bar,Body/Frame,125cc,850,406
P0672,Piston Kit,Engine,100cc,1350,480
P0673,Drum Rubber,Rubber/Misc,125cc,220,29
P0674,Clutch Plate Set,Engine,100cc,850,229
P0675,Side Cover,Body/Frame,100cc,950,59
P0676,Spark Plug,Electrical,125cc,385,41
P0677,Sprocket Hub,Drivetrain,125cc,850,160
P0678,Drive Chain,Drivetrain,70cc,450,380
P0679,Mudguard Rear,Body/Frame,125cc,1100,151
P0680,Brake Cable,Braking,100cc,180,127
P0681,Ignition Switch,Electrical,70cc,450,378
P0682,Ignition Switch,Electrical,125cc,850,194
P0683,Mudguard Rear,Body/Frame,70cc,600,422
P0684,Spark Plug,Electrical,125cc,385,85
P0685,Gasket Kit,Engine,100cc,260,233
P0686,Cylinder Block,Engine,70cc,2800,66
P0687,Clutch Plate Set,Engine,100cc,850,328
P0688,Cylinder Block,Engine,70cc,2800,134
P0689,Headlight Assembly,Electrical,100cc,750,100
P0690,Gasket Kit,Engine,70cc,180,353
P0691,Brake Lever,Braking,100cc,140,440
P0692,Brake Lever,Braking,70cc,120,468
P0693,Brake Lever,Braking,125cc,180,408
P0694,Spark Plug,Electrical,125cc,385,149
P0695,Air Cleaner Filter,Rubber/Misc,100cc,220,405
P0696,Side Cover,Body/Frame,100cc,950,101
P0697,Fuel Tank,Body/Frame,70cc,2800,174
P0698,Drum Rubber,Rubber/Misc,70cc,120,228
P0699,Footrest Rubber,Rubber/Misc,100cc,140,32
P0700,Rear Axle,Drivetrain,125cc,380,312
P0701,Drive Chain,Drivetrain,125cc,850,422
P0702,Drive Chain,Drivetrain,70cc,450,14
P0703,Fuel Tank,Body/Frame,125cc,4800,18
P0704,Drum Rubber,Rubber/Misc,70cc,120,230
P0705,Sprocket Hub,Drivetrain,125cc,850,34
P0706,Gasket Kit,Engine,70cc,180,188
P0707,Fuel Tank,Body/Frame,70cc,2800,374
P0708,Clutch Plate Set,Engine,70cc,550,41
P0709,Gasket Kit,Engine,70cc,180,36
P0710,Rear Axle,Drivetrain,125cc,380,61
P0711,Brake Shoe Set,Braking,100cc,380,141
P0712,Spark Plug,Electrical,100cc,350,486
P0713,Handle Grip,Rubber/Misc,125cc,180,21
P0714,Handle Grip,Rubber/Misc,100cc,150,21
P0715,Side Cover,Body/Frame,125cc,1350,295
P0716,Handle Bar,Body/Frame,125cc,850,444
P0717,Fuel Tank,Body/Frame,125cc,4800,183
P0718,Chain Sprocket Kit,Drivetrain,70cc,1650,131
P0719,Gasket Kit,Engine,70cc,180,487
P0720,Drum Rubber,Rubber/Misc,100cc,160,375
P0721,Brake Cable,Braking,125cc,220,495
P0722,Headlight Assembly,Electrical,100cc,750,44
P0723,Chain Sprocket Kit,Drivetrain,125cc,2850,287
P0724,Handle Grip,Rubber/Misc,70cc,120,187
P0725,Headlight Assembly,Electrical,125cc,1250,89
P0726,Footrest Rubber,Rubber/Misc,125cc,160,108
P0727,Brake Lever,Braking,100cc,140,212
P0728,Drive Chain,Drivetrain,100cc,600,228
P0729,Drive Chain,Drivetrain,100cc,600,88
P0730,Mudguard Rear,Body/Frame,100cc,780,222
P0731,Fuel Tank,Body/Frame,125cc,4800,123
P0732,Drum Rubber,Rubber/Misc,70cc,120,337
P0733,CDI Unit,Electrical,125cc,650,393
P0734,Chain Sprocket Kit,Drivetrain,125cc,2850,182
P0735,Rear Axle,Drivetrain,100cc,280,458
P0736,Side Cover,Body/Frame,70cc,750,280
P0737,Gasket Kit,Engine,100cc,260,130
P0738,Mudguard Front,Body/Frame,125cc,1150,358
P0739,Clutch Plate Set,Engine,125cc,2200,244
P0740,Rear Axle,Drivetrain,70cc,220,235
P0741,Chain Sprocket Kit,Drivetrain,70cc,1650,80
P0742,Clutch Plate Set,Engine,70cc,550,366
P0743,Mudguard Rear,Body/Frame,125cc,1100,329
P0744,Chain Sprocket Kit,Drivetrain,70cc,1650,3
P0745,Ignition Switch,Electrical,70cc,450,283
P0746,Drive Chain,Drivetrain,100cc,600,72
P0747,Headlight Assembly,Electrical,100cc,750,453
P0748,Clutch Plate Set,Engine,100cc,850,358
P0749,Headlight Assembly,Electrical,125cc,1250,372
P0750,Fuel Tank,Body/Frame,125cc,4800,298
P0751,Indicator Relay,Electrical,70cc,90,324
P0752,Fuel Tank,Body/Frame,100cc,3600,183
P0753,Brake Shoe Set,Braking,100cc,380,106
P0754,Air Cleaner Filter,Rubber/Misc,125cc,320,270
P0755,Chain Sprocket Kit,Drivetrain,70cc,1650,262
P0756,CDI Unit,Electrical,70cc,320,230
P0757,Brake Cable,Braking,100cc,180,23
P0758,Rear Axle,Drivetrain,70cc,220,153
P0759,Brake Shoe Set,Braking,70cc,280,82
P0760,Cylinder Block,Engine,70cc,2800,424
P0761,Air Cleaner Filter,Rubber/Misc,100cc,220,88
P0762,Side Cover,Body/Frame,100cc,950,409
P0763,Chain Sprocket Kit,Drivetrain,70cc,1650,316
P0764,Air Cleaner Filter,Rubber/Misc,100cc,220,276
P0765,Handle Grip,Rubber/Misc,100cc,150,254
P0766,Handle Grip,Rubber/Misc,125cc,180,48
P0767,Side Cover,Body/Frame,125cc,1350,376
P0768,Handle Grip,Rubber/Misc,70cc,120,351
P0769,Handle Bar,Body/Frame,100cc,650,307
P0770,Fuel Tank,Body/Frame,100cc,3600,442
P0771,Brake Lever,Braking,70cc,120,433
P0772,Drive Chain,Drivetrain,125cc,850,123
P0773,Chain Sprocket Kit,Drivetrain,125cc,2850,470
P0774,Chain Sprocket Kit,Drivetrain,100cc,2150,394
P0775,Clutch Plate Set,Engine,125cc,2200,409
P0776,Footrest Rubber,Rubber/Misc,100cc,140,277
P0777,Chain Sprocket Kit,Drivetrain,100cc,2150,416
P0778,Drive Chain,Drivetrain,70cc,450,458
P0779,Fuel Tank,Body/Frame,70cc,2800,254
P0780,Headlight Assembly,Electrical,125cc,1250,385
P0781,Drum Rubber,Rubber/Misc,70cc,120,285
P0782,Oil Pump,Engine,70cc,380,333
P0783,Handle Bar,Body/Frame,125cc,850,170
P0784,Side Cover,Body/Frame,70cc,750,398
P0785,Drive Chain,Drivetrain,70cc,450,60
P0786,Handle Bar,Body/Frame,70cc,500,268
P0787,Spark Plug,Electrical,70cc,350,427
P0788,Drum Rubber,Rubber/Misc,70cc,120,311
P0789,Cylinder Block,Engine,125cc,4800,394
P0790,Brake Shoe Set,Braking,70cc,280,249
P0791,Rear Axle,Drivetrain,125cc,380,45
P0792,Drum Rubber,Rubber/Misc,125cc,220,49
P0793,Drum Rubber,Rubber/Misc,100cc,160,297
P0794,Brake Cable,Braking,100cc,180,499
P0795,Air Cleaner Filter,Rubber/Misc,70cc,160,450
P0796,Drum Rubber,Rubber/Misc,70cc,120,188
P0797,Brake Lever,Braking,125cc,180,231
P0798,Gasket Kit,Engine,125cc,380,24
P0799,Handle Grip,Rubber/Misc,100cc,150,405
P0800,Sprocket Hub,Drivetrain,125cc,850,497
P0801,Mudguard Front,Body/Frame,125cc,1150,99
P0802,Clutch Plate Set,Engine,125cc,2200,321
P0803,Ignition Switch,Electrical,125cc,850,77
P0804,Ignition Switch,Electrical,70cc,450,119
P0805,CDI Unit,Electrical,100cc,450,415
P0806,Brake Shoe Set,Braking,125cc,550,171
P0807,Indicator Relay,Electrical,125cc,150,355
P0808,Rear Axle,Drivetrain,100cc,280,380
P0809,Oil Pump,Engine,100cc,480,363
P0810,Side Cover,Body/Frame,125cc,1350,126
P0811,Brake Cable,Braking,125cc,220,224
P0812,Mudguard Front,Body/Frame,125cc,1150,129
P0813,Brake Shoe Set,Braking,100cc,380,220
P0814,Mudguard Front,Body/Frame,125cc,1150,306
P0815,Handle Grip,Rubber/Misc,125cc,180,415
P0816,Brake Cable,Braking,100cc,180,128
P0817,Sprocket Hub,Drivetrain,70cc,480,450
P0818,Ignition Switch,Electrical,125cc,850,166
P0819,Ignition Switch,Electrical,100cc,600,312
P0820,Gasket Kit,Engine,100cc,260,269
P0821,Piston Kit,Engine,70cc,950,497
P0822,Brake Shoe Set,Braking,70cc,280,27
P0823,Oil Pump,Engine,70cc,380,158
P0824,Ignition Switch,Electrical,70cc,450,275
P0825,Sprocket Hub,Drivetrain,70cc,480,60
P0826,Oil Pump,Engine,125cc,680,237
P0827,Gasket Kit,Engine,70cc,180,310
P0828,Mudguard Front,Body/Frame,125cc,1150,43
P0829,Handle Bar,Body/Frame,125cc,850,11
P0830,Fuel Tank,Body/Frame,125cc,4800,390
P0831,Headlight Assembly,Electrical,125cc,1250,204
P0832,Gasket Kit,Engine,100cc,260,462
P0833,Mudguard Rear,Body/Frame,70cc,600,383
P0834,Side Cover,Body/Frame,70cc,750,21
P0835,Spark Plug,Electrical,70cc,350,131
P0836,Air Cleaner Filter,Rubber/Misc,125cc,320,53
P0837,Rear Axle,Drivetrain,70cc,220,90
P0838,Rear Axle,Drivetrain,70cc,220,2
P0839,Rear Axle,Drivetrain,100cc,280,27
P0840,Headlight Assembly,Electrical,125cc,1250,52
P0841,Rear Axle,Drivetrain,70cc,220,323
P0842,Gasket Kit,Engine,100cc,260,278
P0843,Sprocket Hub,Drivetrain,125cc,850,34
P0844,Drive Chain,Drivetrain,100cc,600,132
P0845,Chain Sprocket Kit,Drivetrain,70cc,1650,21
P0846,Brake Lever,Braking,100cc,140,155
P0847,CDI Unit,Electrical,100cc,450,24
P0848,Oil Pump,Engine,100cc,480,225
P0849,Drive Chain,Drivetrain,70cc,450,473
P0850,Oil Pump,Engine,100cc,480,60
P0851,Air Cleaner Filter,Rubber/Misc,125cc,320,95
P0852,Mudguard Front,Body/Frame,70cc,550,71
P0853,Brake Lever,Braking,100cc,140,124
P0854,Oil Pump,Engine,125cc,680,400
P0855,Ignition Switch,Electrical,125cc,850,90
P0856,Clutch Plate Set,Engine,100cc,850,387
P0857,Brake Shoe Set,Braking,70cc,280,343
P0858,Brake Cable,Braking,70cc,140,474
P0859,Footrest Rubber,Rubber/Misc,70cc,120,176
P0860,Cylinder Block,Engine,100cc,3800,20
P0861,Indicator Relay,Electrical,70cc,90,279
P0862,Air Cleaner Filter,Rubber/Misc,125cc,320,294
P0863,Fuel Tank,Body/Frame,125cc,4800,182
P0864,Headlight Assembly,Electrical,70cc,550,303
P0865,Mudguard Rear,Body/Frame,125cc,1100,151
P0866,Drive Chain,Drivetrain,70cc,450,367
P0867,Brake Lever,Braking,125cc,180,214
P0868,Chain Sprocket Kit,Drivetrain,100cc,2150,154
P0869,Brake Shoe Set,Braking,125cc,550,428
P0870,Gasket Kit,Engine,125cc,380,151
P0871,Spark Plug,Electrical,100cc,350,99
P0872,Air Cleaner Filter,Rubber/Misc,125cc,320,49
P0873,Headlight Assembly,Electrical,70cc,550,437
P0874,Brake Shoe Set,Braking,70cc,280,14
P0875,Sprocket Hub,Drivetrain,70cc,480,494
P0876,Brake Lever,Braking,125cc,180,248
P0877,Side Cover,Body/Frame,70cc,750,251
P0878,Drum Rubber,Rubber/Misc,125cc,220,410
P0879,Cylinder Block,Engine,70cc,2800,162
P0880,Chain Sprocket Kit,Drivetrain,125cc,2850,284
P0881,CDI Unit,Electrical,100cc,450,273
P0882,Spark Plug,Electrical,125cc,385,402
P0883,Indicator Relay,Electrical,70cc,90,90
P0884,Drive Chain,Drivetrain,70cc,450,205
P0885,Gasket Kit,Engine,125cc,380,114
P0886,Brake Shoe Set,Braking,70cc,280,293
P0887,Disc Pad,Braking,100cc,320,196
P0888,Handle Bar,Body/Frame,125cc,850,241
P0889,Air Cleaner Filter,Rubber/Misc,100cc,220,367
P0890,Mudguard Front,Body/Frame,70cc,550,200
P0891,Handle Grip,Rubber/Misc,70cc,120,184
P0892,Mudguard Front,Body/Frame,125cc,1150,4
P0893,Cylinder Block,Engine,125cc,4800,4
P0894,Brake Shoe Set,Braking,70cc,280,47
P0895,Rear Axle,Drivetrain,100cc,280,269
P0896,Gasket Kit,Engine,125cc,380,484
P0897,CDI Unit,Electrical,100cc,450,490
P0898,Ignition Switch,Electrical,100cc,600,56
P0899,Indicator Relay,Electrical,100cc,120,487
P0900,Drive Chain,Drivetrain,125cc,850,332
P0901,Fuel Tank,Body/Frame,70cc,2800,290
P0902,Gasket Kit,Engine,70cc,180,270
P0903,Handle Grip,Rubber/Misc,125cc,180,418
P0904,Handle Bar,Body/Frame,125cc,850,8
P0905,Gasket Kit,Engine,70cc,180,279
P0906,Footrest Rubber,Rubber/Misc,125cc,160,328
P0907,Mudguard Front,Body/Frame,70cc,550,20
P0908,Clutch Plate Set,Engine,100cc,850,340
P0909,Disc Pad,Braking,125cc,450,47
P0910,Oil Pump,Engine,125cc,680,13
P0911,Footrest Rubber,Rubber/Misc,70cc,120,470
P0912,CDI Unit,Electrical,70cc,320,377
P0913,Cylinder Block,Engine,100cc,3800,421
P0914,Mudguard Rear,Body/Frame,100cc,780,208
P0915,Cylinder Block,Engine,70cc,2800,148
P0916,Oil Pump,Engine,125cc,680,177
P0917,Brake Cable,Braking,70cc,140,278
P0918,Footrest Rubber,Rubber/Misc,70cc,120,250
P0919,Disc Pad,Braking,125cc,450,273
P0920,Footrest Rubber,Rubber/Misc,125cc,160,246
P0921,Mudguard Rear,Body/Frame,100cc,780,60
P0922,Footrest Rubber,Rubber/Misc,125cc,160,9
P0923,Indicator Relay,Electrical,70cc,90,196
P0924,CDI Unit,Electrical,125cc,650,400
P0925,Drive Chain,Drivetrain,100cc,600,178
P0926,Rear Axle,Drivetrain,70cc,220,4
P0927,Handle Grip,Rubber/Misc,100cc,150,251
P0928,Side Cover,Body/Frame,70cc,750,321
P0929,Drive Chain,Drivetrain,70cc,450,475
P0930,Handle Bar,Body/Frame,100cc,650,208
P0931,Mudguard Rear,Body/Frame,125cc,1100,99
P0932,Indicator Relay,Electrical,70cc,90,14
P0933,Brake Lever,Braking,125cc,180,225
P0934,Indicator Relay,Electrical,100cc,120,296
P0935,Brake Shoe Set,Braking,125cc,550,407
P0936,Brake Shoe Set,Braking,100cc,380,495
P0937,Brake Lever,Braking,125cc,180,469
P0938,Drive Chain,Drivetrain,70cc,450,194
P0939,Indicator Relay,Electrical,70cc,90,377
P0940,Drum Rubber,Rubber/Misc,100cc,160,220
P0941,Chain Sprocket Kit,Drivetrain,125cc,2850,24
P0942,Air Cleaner Filter,Rubber/Misc,100cc,220,363
P0943,Chain Sprocket Kit,Drivetrain,70cc,1650,245
P0944,Brake Cable,Braking,100cc,180,396
P0945,Brake Lever,Braking,125cc,180,167
P0946,CDI Unit,Electrical,70cc,320,143
P0947,Drive Chain,Drivetrain,125cc,850,463
P0948,Rear Axle,Drivetrain,125cc,380,405
P0949,Gasket Kit,Engine,100cc,260,365
P0950,Indicator Relay,Electrical,70cc,90,315
P0951,Oil Pump,Engine,100cc,480,237
P0952,CDI Unit,Electrical,125cc,650,301
P0953,Air Cleaner Filter,Rubber/Misc,100cc,220,241
P0954,Handle Bar,Body/Frame,100cc,650,461
P0955,Disc Pad,Braking,125cc,450,471
P0956,Side Cover,Body/Frame,70cc,750,425
P0957,Footrest Rubber,Rubber/Misc,70cc,120,242
P0958,Footrest Rubber,Rubber/Misc,125cc,160,275
P0959,Spark Plug,Electrical,100cc,350,12
P0960,Sprocket Hub,Drivetrain,125cc,850,483
P0961,Brake Cable,Braking,70cc,140,459
P0962,Rear Axle,Drivetrain,100cc,280,85
P0963,Mudguard Front,Body/Frame,125cc,1150,192
P0964,Oil Pump,Engine,100cc,480,205
P0965,Cylinder Block,Engine,70cc,2800,446
P0966,Sprocket Hub,Drivetrain,70cc,480,100
P0967,Rear Axle,Drivetrain,70cc,220,171
P0968,Oil Pump,Engine,125cc,680,116
P0969,Fuel Tank,Body/Frame,70cc,2800,243
P0970,Headlight Assembly,Electrical,70cc,550,422
P0971,Drive Chain,Drivetrain,125cc,850,378
P0972,Mudguard Front,Body/Frame,100cc,750,190
P0973,Handle Grip,Rubber/Misc,70cc,120,136
P0974,Cylinder Block,Engine,125cc,4800,409
P0975,Handle Grip,Rubber/Misc,70cc,120,301
P0976,CDI Unit,Electrical,125cc,650,153
P0977,Brake Shoe Set,Braking,70cc,280,161
P0978,Gasket Kit,Engine,125cc,380,328
P0979,Cylinder Block,Engine,100cc,3800,273
P0980,Mudguard Rear,Body/Frame,125cc,1100,282
P0981,Brake Lever,Braking,100cc,140,11
P0982,Brake Cable,Braking,70cc,140,385
P0983,Sprocket Hub,Drivetrain,70cc,480,134
P0984,Chain Sprocket Kit,Drivetrain,100cc,2150,157
P0985,Drive Chain,Drivetrain,125cc,850,255
P0986,Side Cover,Body/Frame,125cc,1350,265
P0987,Rear Axle,Drivetrain,100cc,280,338
P0988,Fuel Tank,Body/Frame,100cc,3600,181
P0989,Headlight Assembly,Electrical,125cc,1250,396
P0990,Rear Axle,Drivetrain,100cc,280,396
P0991,Brake Lever,Braking,100cc,140,430
P0992,Mudguard Front,Body/Frame,125cc,1150,0
P0993,Spark Plug,Electrical,100cc,350,174
P0994,Rear Axle,Drivetrain,70cc,220,248
P0995,Handle Bar,Body/Frame,100cc,650,77
P0996,Chain Sprocket Kit,Drivetrain,70cc,1650,403
P0997,Brake Shoe Set,Braking,100cc,380,469
P0998,CDI Unit,Electrical,100cc,450,348
P0999,Rear Axle,Drivetrain,125cc,380,106
P1000,Piston Kit,Engine,70cc,950,272
P1001,Mudguard Front,Body/Frame,125cc,1150,403
P1002,Fuel Tank,Body/Frame,70cc,2800,360
P1003,Cylinder Block,Engine,70cc,2800,348
P1004,Brake Cable,Braking,100cc,180,296
P1005,Clutch Plate Set,Engine,100cc,850,308
P1006,Chain Sprocket Kit,Drivetrain,125cc,2850,499
P1007,Footrest Rubber,Rubber/Misc,125cc,160,185
P1008,Clutch Plate Set,Engine,100cc,850,500
P1009,Brake Cable,Braking,70cc,140,220
P1010,Mudguard Front,Body/Frame,100cc,750,102
P1011,Chain Sprocket Kit,Drivetrain,70cc,1650,80
P1012,Brake Shoe Set,Braking,70cc,280,386
P1013,Cylinder Block,Engine,100cc,3800,319
P1014,Rear Axle,Drivetrain,100cc,280,407
P1015,Indicator Relay,Electrical,125cc,150,208
P1016,Ignition Switch,Electrical,70cc,450,400
P1017,Clutch Plate Set,Engine,125cc,2200,110
P1018,Side Cover,Body/Frame,100cc,950,138
P1019,Mudguard Front,Body/Frame,125cc,1150,133
P1020,Gasket Kit,Engine,125cc,380,253
P1021,Footrest Rubber,Rubber/Misc,70cc,120,15
P1022,Clutch Plate Set,Engine,70cc,550,179
P1023,Chain Sprocket Kit,Drivetrain,70cc,1650,73
P1024,Drum Rubber,Rubber/Misc,125cc,220,197
P1025,Fuel Tank,Body/Frame,70cc,2800,359
P1026,Piston Kit,Engine,70cc,950,410
P1027,CDI Unit,Electrical,70cc,320,326
P1028,Drive Chain,Drivetrain,70cc,450,208
P1029,Ignition Switch,Electrical,70cc,450,199
P1030,Handle Bar,Body/Frame,100cc,650,159
P1031,Piston Kit,Engine,70cc,950,290
P1032,CDI Unit,Electrical,125cc,650,138
P1033,Air Cleaner Filter,Rubber/Misc,70cc,160,442
P1034,Drive Chain,Drivetrain,125cc,850,439
P1035,Drum Rubber,Rubber/Misc,100cc,160,239
P1036,Footrest Rubber,Rubber/Misc,100cc,140,433
P1037,Handle Grip,Rubber/Misc,70cc,120,176
P1038,Rear Axle,Drivetrain,70cc,220,302
P1039,Chain Sprocket Kit,Drivetrain,100cc,2150,192
P1040,Disc Pad,Braking,125cc,450,53
P1041,Chain Sprocket Kit,Drivetrain,70cc,1650,310
P1042,Spark Plug,Electrical,70cc,350,485
P1043,Cylinder Block,Engine,100cc,3800,384
P1044,Side Cover,Body/Frame,100cc,950,500
P1045,Gasket Kit,Engine,100cc,260,141
P1046,Brake Shoe Set,Braking,100cc,380,222
P1047,CDI Unit,Electrical,70cc,320,409
P1048,Footrest Rubber,Rubber/Misc,125cc,160,115
P1049,Fuel Tank,Body/Frame,125cc,4800,36
P1050,Gasket Kit,Engine,70cc,180,371
P1051,Sprocket Hub,Drivetrain,70cc,480,417
P1052,Indicator Relay,Electrical,70cc,90,225
P1053,Clutch Plate Set,Engine,125cc,2200,396
P1054,Ignition Switch,Electrical,125cc,850,152
P1055,Rear Axle,Drivetrain,70cc,220,152
P1056,Handle Grip,Rubber/Misc,70cc,120,399
P1057,Drive Chain,Drivetrain,100cc,600,159
P1058,Disc Pad,Braking,125cc,450,177
P1059,Footrest Rubber,Rubber/Misc,70cc,120,199
